 RI_ACCESSION 	 GENUS        	 SPECIES      	 ACP          	 ACNO         	 ACCID        	 GEOCTY       	 GEOSTA       	 LAT          	 LON          	 ACELLO       	 LOCALITY     	 PEDIGREE     	 SAMPSTAT     	 SOURCE       	 KERNELS      	 NOTES        	 FLAG         
RIMPA0048	Zea	mays subsp. parviglumis	PI	566688	461659	Mexico	Guerrero	18.4167	-99.9667	1700	Steep slope  fallow fields of Alberto Alvarez  Zacatlancillo  road Teloloapan to Arcelia	NA	Wild	USDA	NA	NA	NA
RIMPA0049	Zea	mays subsp. parviglumis	PI	566689	461660	Mexico	Mexico	18.5	-100.433	970	Hillside and fields  El Aqucatito  5 to 7km S of Palmar Chico  Amatepec  Edo de Mexico	NA	Wild	USDA	NA	NA	NA
RIMPA0050	Zea	mays subsp. parviglumis	PI	566690	461661	Mexico	Mexico	19.1833	-100.283	1380	Grazed hillside above Nuevo Santo Thomas de Los Plantanos in very steep arroyo  Santo Thomas  Edo de Mexico	NA	Wild	USDA	NA	NA	NA
RIMPA0051	Zea	mays subsp. parviglumis	PI	566691	461662	Mexico	Michoacan	19.45	-100.9	1100	In and around maize and fallow fields  hot dirt road to Temascal - km 70  Paso Ancho road Huetamo to Morelia  Tzitzio	NA	Wild	USDA	NA	NA	NA
RIMPA0052	Zea	mays subsp. parviglumis	PI	566692	461663	Mexico	Michoacan	19.0667	-100.417	850	Fallow field  under margin of trees  Km 43 road Zitacuraro to Tuzantla  Tuzantla	NA	Wild	USDA	NA	NA	NA
RIMPA0053	Zea	mays subsp. parviglumis	Ames	21886	87283	Mexico	Mexico	19.1667	-100.217	1600	Colorines  N.V. Rastrojo. Roadside fencerow adjacent to dooryard garden containing maize  squash  and quelites.	NA	Wild	USDA	NA	wrong #	NA
RIMPA0054	Zea	mays subsp. parviglumis	Ames	21810	87196	Mexico	NA	NA	NA	NA	NA	NA	Wild	USDA	NA	NA	NA
RIMPA0055	Zea	mays subsp. parviglumis	Ames	28399	714152	NA	NA	NA	NA	NA	NA	JSGyLOS: 130	Breeder's line	Doebley	8	generation S9; seed lot TIP-521 stock me TIL1 packet 16694	NA
RIMPA0055	Zea	mays subsp. parviglumis	Ames	28399	714152	NA	NA	NA	NA	NA	NA	JSGyLOS: 130	Breeder's line	Doebley	NA	generation S9; seed lot TIP-521 stock me TIL1 packet 16694	NA
RIMPA0056	Zea	mays subsp. parviglumis	Ames	28400	714153	NA	NA	NA	NA	NA	NA	JSGyMAS 401	Breeder's line	Doebley	7	generation S9; seed lot TIP-523 stock me TIL3 packet 16696	NA
RIMPA0056	Zea	mays subsp. parviglumis	Ames	28400	714153	NA	NA	NA	NA	NA	NA	JSGyMAS 401	Breeder's line	Doebley	NA	generation S9; seed lot TIP-523 stock me TIL3 packet 16696	NA
RIMPA0057	Zea	mays subsp. parviglumis	Ames	28401	714154	NA	NA	NA	NA	NA	NA	JSGyLOS 109	Breeder's line	Doebley	9	generation S7; seed lot TIP-494 stock me TIL6 packet 16676	NA
RIMPA0057	Zea	mays subsp. parviglumis	Ames	28401	714154	NA	NA	NA	NA	NA	NA	JSGyLOS 109	Breeder's line	Doebley	NA	generation S7; seed lot TIP-494 stock me TIL6 packet 16676	NA
RIMPA0058	Zea	mays subsp. parviglumis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	5	generation S7; similar to Ames 28402; seed lot 06GC-TIP-593 self stock me TIL7 packet 24858	NA
RIMPA0058	Zea	mays subsp. parviglumis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	generation S7; similar to Ames 28402; seed lot 06GC-TIP-593 self stock me TIL7 packet 24858	NA
RIMPA0059	Zea	mays subsp. parviglumis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	8	generation S8; similar to Ames 28403; seed lot TIP-506 stock me TIL9 packet 16685	NA
RIMPA0059	Zea	mays subsp. parviglumis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	generation S8; similar to Ames 28403; seed lot TIP-506 stock me TIL9 packet 16685	NA
RIMPA0060	Zea	mays subsp. parviglumis	Ames	28404	714157	NA	NA	NA	NA	NA	NA	CIMMYT: 11355	Breeder's line	Doebley	7	generation S7; seed lot TIP-486 stock me TIL10 packet 16669	NA
RIMPA0060	Zea	mays subsp. parviglumis	Ames	28404	714157	NA	NA	NA	NA	NA	NA	CIMMYT: 11355	Breeder's line	Doebley	NA	generation S7; seed lot TIP-486 stock me TIL10 packet 16669	NA
RIMPA0061	Zea	mays subsp. parviglumis	Ames	28405	714158	NA	NA	NA	NA	NA	NA	USDA: PI566686	Breeder's line	Doebley	10	generation S10; seed lot TIP-535 stock me TIL11 packet 16706	NA
RIMPA0061	Zea	mays subsp. parviglumis	Ames	28405	714158	NA	NA	NA	NA	NA	NA	USDA: PI566686	Breeder's line	Doebley	NA	generation S10; seed lot TIP-535 stock me TIL11 packet 16706	NA
RIMPA0062	Zea	mays subsp. parviglumis	Ames	28406	714159	NA	NA	NA	NA	NA	NA	Benz 967	Breeder's line	Doebley	9	generation S7; seed lot TIP-500 stock me TIL14 packet 16680	NA
RIMPA0062	Zea	mays subsp. parviglumis	Ames	28406	714159	NA	NA	NA	NA	NA	NA	Benz 967	Breeder's line	Doebley	NA	generation S7; seed lot TIP-500 stock me TIL14 packet 16680	NA
RIMPA0063	Zea	mays subsp. parviglumis	Ames	28407	714160	NA	NA	NA	NA	NA	NA	Kato: Site 4	Breeder's line	Doebley	5	generation S8; seed lot TIP-516 stock me TIL15 packet 16692	NA
RIMPA0063	Zea	mays subsp. parviglumis	Ames	28407	714160	NA	NA	NA	NA	NA	NA	Kato: Site 4	Breeder's line	Doebley	NA	generation S8; seed lot TIP-516 stock me TIL15 packet 16692	NA
RIMPA0064	Zea	mays subsp. parviglumis	Ames	28408	714161	NA	NA	NA	NA	NA	NA	Beadle & Kato: Site 4	Breeder's line	Doebley	3	generation S6; seed lot TIP-470 stock me TIL16 packet 16662	NA
RIMPA0064	Zea	mays subsp. parviglumis	Ames	28408	714161	NA	NA	NA	NA	NA	NA	Beadle & Kato: Site 4	Breeder's line	Doebley	NA	generation S6; seed lot TIP-470 stock me TIL16 packet 16662	NA
RIMPA0065	Zea	mays subsp. parviglumis	Ames	28409	714162	NA	NA	NA	NA	NA	NA	Wilkes: Site 6	Breeder's line	Doebley	6	generation S8; seed lot TIP-509 stock me TIL17 packet 16687	NA
RIMPA0065	Zea	mays subsp. parviglumis	Ames	28409	714162	NA	NA	NA	NA	NA	NA	Wilkes: Site 6	Breeder's line	Doebley	NA	generation S8; seed lot TIP-509 stock me TIL17 packet 16687	NA
RIMPA0066	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico	Jalisco	NA	NA	NA	NA	NA	NA	Hufford	NA	collected Mar 2008; EjuA 12 dense patch on north side of population, slight slope lat 19.89857, lon -104.17574, 1331 masl ; EjuA 22   Teosinte patch on steep slope near dump heap lat 19.90074, lon -104.17123, 1307 masl; collectors Hufford, M.B. &  Garcia-Medi, J.	NA
RIMPA0067	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico	Jalisco	NA	NA	NA	NA	NA	NA	Hufford	NA	collected. Sept. 2007; MSA 38 Thick patch of teosinte near maize field margin lat 19.97113, lon -104.05806 1234 masl; MSA 39 Dense area of teosinte and other grasses at the edge of a big tree, somewhat shaded lat 19.97119, lon -104.05726 1234 masl; Collectors: Hufford, M.B.  & Garcia-Medi, J.	NA
RIMPA0068	Zea	mays subsp. parviglumis	Ames	28066	699861	Mexico	Jalisco	20.6286	-104.42	1400	Guachinango. Population: K10 Guachinango-La Cienega.	NA	Wild	USDA	NA	NA	NA
RIMPA0069	Zea	mays subsp. parviglumis	Ames	28067	699862	Mexico	Michoacan	20.1533	-102.364	1574	Ixtlan. Population: El Salitre.	NA	Wild	USDA	NA	NA	NA
RIMPA0070	Zea	mays subsp. parviglumis	Ames	28068	699863	Mexico	Michoacan	19.2811	-100.434	1332	Benito Juarez. Population: 1 Km Norte de Santa Ana.	NA	Wild	USDA	NA	NA	NA
RIMPA0071	Zea	mays subsp. parviglumis	Ames	28069	699864	Mexico	Michoacan	19.2308	-100.491	985	Tuzantla. Population: Los Guajes (km 43 Zitacuaro-Huetamo).	NA	Wild	USDA	NA	NA	NA
RIMPA0072	Zea	mays subsp. parviglumis	Ames	28070	699865	Mexico	Michoacan	18.8619	-100.844	555	Tiquicheo. Population: El Guayabo (km 132.5 Zitacuaro-Huetamo).	NA	Wild	USDA	NA	NA	NA
RIMPA0073	Zea	mays subsp. parviglumis	Ames	28071	699866	Mexico	Michoacan	18.8583	-100.857	609	Tiquicheo. Population: La Crucita (km 135 Zitacuaro-Huetamo).	NA	Wild	USDA	NA	NA	NA
RIMPA0074	Zea	mays subsp. parviglumis	Ames	28072	699867	Mexico	Michoacan	18.82	-100.916	654	Huetamo. Population: El Potrero (km 145.5 Zitacuaro-Huetamo).	NA	Wild	USDA	NA	NA	NA
RIMPA0075	Zea	mays subsp. parviglumis	Ames	28073	699868	Mexico	Michoacan	18.8047	-100.946	635	Huetamo. Population: Quenchendio (km 151.5 Zitacuaro-Huetamo).	NA	Wild	USDA	NA	NA	NA
RIMPA0076	Zea	mays subsp. parviglumis	Ames	28074	699869	Mexico	Michoacan	18.7939	-100.946	653	Huetamo. Population: Crucero Puertas de Chiripio.	NA	Wild	USDA	NA	NA	NA
RIMPA0077	Zea	mays subsp. parviglumis	Ames	28075	699870	Mexico	Michoacan	18.8828	-100.957	697	Caracuaro. Population: Cuirindalillo (km 142 Huetamo-Caracuaro).	NA	Wild	USDA	NA	NA	NA
RIMPA0078	Zea	mays subsp. parviglumis	Ames	28076	699871	Mexico	Michoacan	18.9375	-101.048	915	Caracuaro. Population: El Zapote (km 122 Huetamo-Caracuaro).	NA	Wild	USDA	NA	NA	NA
RIMPA0079	Zea	mays subsp. parviglumis	Ames	28077	699872	Mexico	Michoacan	19.1611	-101.329	1268	Villa Madero. Population: Casa Blanca (km 62 Huetamo-Villa Madero).	NA	Wild	USDA	NA	NA	NA
RIMPA0080	Zea	mays subsp. parviglumis	Ames	28078	699873	Mexico	Jalisco	20.675	-104.509	1305	Guachinango. Population: La Cienega (La Fortuna).	NA	Wild	USDA	NA	NA	NA
RIMPA0081	Zea	mays subsp. parviglumis	Ames	28080	699875	Mexico	Jalisco	20.6108	-104.226	1139	Ameca. Population: Quexpan-Las Raices.	NA	Wild	USDA	NA	NA	NA
RIMPA0082	Zea	mays subsp. parviglumis	Ames	28081	699876	Mexico	Mexico	18.9533	-99.5028	1901	Malinalco. Population: Ruinas de Malinalco.	NA	Wild	USDA	NA	NA	NA
RIMPA0083	Zea	mays subsp. parviglumis	Ames	28082	699877	Mexico	Morelos	18.975	-99.0303	1654	Tepoztlan. Population: Amatlan (La Puerta).	NA	Wild	USDA	NA	NA	NA
RIMPA0084	Zea	mays subsp. parviglumis	Ames	28083	699878	Mexico	Morelos	18.9706	-99.0536	1696	Tepoztlan. Population: Camino Amatlan-Huilotepec.	NA	Wild	USDA	NA	NA	NA
RIMPA0085	Zea	mays subsp. parviglumis	Ames	28084	699879	Mexico	Oaxaca	16.3239	-97.0325	1272	Miahuatlan. Population: San Cristobal Honduras.	NA	Wild	USDA	NA	NA	NA
RIMPA0086	Zea	mays subsp. parviglumis	Ames	28085	699880	Mexico	Oaxaca	16.3492	-97.0208	982	Miahuatlan. Population: El Rodeo.	NA	Wild	USDA	NA	NA	NA
RIMPA0087	Zea	mays subsp. parviglumis	Ames	28086	699881	Mexico	Guerrero	16.9822	-99.2831	590	Tecoanapa. Population: Crucero Lagunitas.	NA	Wild	USDA	NA	NA	NA
RIMPA0088	Zea	mays subsp. parviglumis	Ames	28087	699882	Mexico	Guerrero	17.1806	-99.5164	378	Tierra Colorada. Population: Tierra Colorada (Km 60 Chilpancingo-Acapulco).	NA	Wild	USDA	NA	NA	NA
RIMPA0089	Zea	mays subsp. parviglumis	Ames	28088	699883	Mexico	Guerrero	17.2867	-99.4831	744	Mochitlan. Population: El Rincon.	NA	Wild	USDA	NA	NA	NA
RIMPA0090	Zea	mays subsp. parviglumis	Ames	28089	699884	Mexico	Guerrero	17.2958	-99.4731	827	Mochitlan. Population: El Ricon-Acahuizotla.	NA	Wild	USDA	NA	NA	NA
RIMPA0091	Zea	mays subsp. parviglumis	Ames	28090	699885	Mexico	Guerrero	17.3653	-99.4817	1016	Mochitlan. Population: Acahuizotla-Palo Blanco.	NA	Wild	USDA	NA	NA	NA
RIMPA0092	Zea	mays subsp. parviglumis	Ames	28091	699886	Mexico	Guerrero	17.3864	-99.4767	1167	Chilpancingo. Population: Km 2 Palo Blanco-Acapulco.	NA	Wild	USDA	NA	NA	NA
RIMPA0093	Zea	mays subsp. parviglumis	Ames	28092	699887	Mexico	Guerrero	17.4067	-99.4431	1132	Mochitlan. Population: El Salado.	NA	Wild	USDA	NA	NA	NA
RIMPA0094	Zea	mays subsp. parviglumis	Ames	28093	699888	Mexico	Guerrero	18.5047	-99.7844	1890	Ixcateopan. Population: Ixcateopan.	NA	Wild	USDA	NA	NA	NA
RIMPA0095	Zea	mays subsp. parviglumis	Ames	28094	699889	Mexico	Guerrero	18.4856	-99.7917	1735	Ixcateopan. Population: Km 3-4 Ixcateopan-Pachivia.	NA	Wild	USDA	NA	NA	NA
RIMPA0096	Zea	mays subsp. parviglumis	Ames	28095	699890	Mexico	Guerrero	18.3564	-99.8139	1528	Ixcateopan. Population: Ahuacatitlan (km 1.5 del entronque).	NA	Wild	USDA	NA	NA	NA
RIMPA0097	Zea	mays subsp. parviglumis	Ames	28096	699891	Mexico	Guerrero	18.4139	-99.9094	1506	Teloloapan. Population: Km 72 Iguala-Arcelia (Km Alcholoa-Arcelia).	NA	Wild	USDA	NA	NA	NA
RIMPA0098	Zea	mays subsp. parviglumis	Ames	28097	699892	Mexico	Guerrero	18.4167	-99.9675	1740	Ixcapuzalco. Population: Zacatlancillo (cerro de los Chivos).	NA	Wild	USDA	NA	NA	NA
RIMPA0099	Zea	mays subsp. parviglumis	Ames	28098	699893	Mexico	Guerrero	18.4508	-99.9261	1797	Ixcapuzalco. Population: Km 7 Carr. Ixcapuzalco.	NA	Wild	USDA	NA	NA	NA
RIMPA0100	Zea	mays subsp. parviglumis	Ames	28099	699894	Mexico	Guerrero	18.4339	-99.9456	1652	Ixcapuzalco. Population: Km 3.5 Carr. Ixcapuzalco.	NA	Wild	USDA	NA	NA	NA
RIMPA0101	Zea	mays subsp. parviglumis	Ames	28100	699895	Mexico	Guerrero	18.2506	-99.2328	1215	Huitzuco. Population: Plan de los Timbres.	NA	Wild	USDA	NA	NA	NA
RIMPA0102	Zea	mays subsp. parviglumis	Ames	28101	699896	Mexico	Guerrero	18.2594	-99.2067	1173	Huitzuco. Population: San Miguel Palmas.	NA	Wild	USDA	NA	NA	NA
RIMPA0103	Zea	mays subsp. parviglumis	Ames	28102	699897	Mexico	Guerrero	18.2583	-99.2158	1160	Huitzuco. Population: Llano de Villegas.	NA	Wild	USDA	NA	NA	NA
RIMPA0104	Zea	mays subsp. parviglumis	Ames	28103	699898	Mexico	Guerrero	18.2256	-99.2125	1092	Huitzuco. Population: Paso Morelos.	NA	Wild	USDA	NA	NA	NA
RIMPA0105	Zea	mays subsp. parviglumis	Ames	28104	699899	Mexico	Guerrero	18.3503	-99.8414	1624	Teloloapan. Population: Rincon del Sauce.	NA	Wild	USDA	NA	NA	NA
RIMPA0106	Zea	mays subsp. parviglumis	Ames	28105	699900	Mexico	Guerrero	18.3878	-100.128	1110	Acapetlahuaya. Population: Amates Grandes.	NA	Wild	USDA	NA	NA	NA
RIMPA0107	Zea	mays subsp. parviglumis	Ames	28106	699901	Mexico	Guerrero	18.3939	-100.108	1210	Acapetlahuaya. Population: Km 3 Amates Grandes-Teloloapan.	NA	Wild	USDA	NA	NA	NA
RIMPA0108	Zea	mays subsp. parviglumis	Ames	28107	699902	Mexico	Guerrero	18.3828	-100.145	985	Acapetlahuaya. Population: Km 1 El Crustel-Teloloapan.	NA	Wild	USDA	NA	NA	NA
RIMPA0109	Zea	mays subsp. parviglumis	Ames	28108	699903	Mexico	Michoacan	19.0631	-101.283	832	Nocupetaro. Population: Km 80 Huetamo-Villa Madero.	NA	Wild	USDA	NA	NA	NA
RIMPA0110	Zea	mays subsp. parviglumis	Ames	28109	699904	Mexico	Michoacan	19.0589	-101.214	759	Nocupetaro. Population: La Cadena (Km 93 Huetamo-Villa Madero).	NA	Wild	USDA	NA	NA	NA
RIMPA0111	Zea	mays subsp. parviglumis	Ames	28110	699905	Mexico	Michoacan	19.0631	-101.193	672	Nocupetaro. Population: Puente Petembo.	NA	Wild	USDA	NA	NA	NA
RIMPA0112	Zea	mays subsp. parviglumis	Ames	28111	699906	Mexico	Michoacan	18.9631	-101.058	870	Caracuaro. Population: Puerto de la Cruz (Km 119 Huetamo-V.Madero).	NA	Wild	USDA	NA	NA	NA
RIMPA0113	Zea	mays subsp. parviglumis	Ames	28112	699907	Mexico	Michoacan	18.9281	-101.043	834	Caracuaro. Population: El Zapote.	NA	Wild	USDA	NA	NA	NA
RIMPA0114	Zea	mays subsp. parviglumis	Ames	28113	699908	Mexico	Michoacan	18.9158	-101	727	Caracuaro. Population: Puerto El Coyote.	NA	Wild	USDA	NA	NA	NA
RIMPA0115	Zea	mays subsp. parviglumis	Ames	28114	699909	Mexico	Michoacan	18.9	-100.979	677	Caracuaro. Population: Km 135-136 Huetamo-Villa Madero.	NA	Wild	USDA	NA	NA	NA
RIMPA0116	Zea	mays subsp. parviglumis	Ames	28115	699910	Mexico	Mexico	18.7917	-100.344	808	Tejupilco de Hidalgo. Population: Crucero San Juan Tizapan (cerca Las Anonas).	NA	Wild	USDA	NA	NA	NA
RIMPA0117	Zea	mays subsp. parviglumis	Ames	28116	699911	Mexico	Mexico	18.8419	-100.238	958	Tejupilco de Hidalgo. Population: Salitre-Monte de Dios.	NA	Wild	USDA	NA	NA	NA
RIMPA0118	Zea	mays subsp. parviglumis	Ames	28117	699912	Mexico	Mexico	18.8992	-100.181	1422	Tejupilco de Hidalgo. Population: Km 107-108 Toluca-Altamirano.	NA	Wild	USDA	NA	NA	NA
RIMPA0119	Zea	mays subsp. parviglumis	Ames	28118	699913	Mexico	Mexico	18.8947	-100.209	1355	Tejupilco de Hidalgo. Population: Km 112 Toluca-Altamirano.	NA	Wild	USDA	NA	NA	NA
RIMPA0120	Zea	mays subsp. parviglumis	Ames	28119	699914	Mexico	Mexico	18.8539	-100.239	1015	Tejupilco de Hidalgo. Population: Km 119 Toluca-Altamirano.	NA	Wild	USDA	NA	NA	NA
RIMPA0121	Zea	mays subsp. parviglumis	Ames	28120	699915	Mexico	Mexico	18.8114	-100.298	849	Amatepec. Population: Km 132 Toluca-Altamirano.	NA	Wild	USDA	NA	NA	NA
RIMPA0122	Zea	mays subsp. parviglumis	Ames	28121	699916	Mexico	Mexico	18.64	-100.356	1008	Amatepec. Population: Km 8 Sur de Palmar Chico.	NA	Wild	USDA	NA	NA	NA
RIMPA0123	Zea	mays subsp. parviglumis	Ames	28122	699917	Mexico	Mexico	18.7614	-100.31	739	Amatepec. Population: Pueblo Nuevo-El Sitio.	NA	Wild	USDA	NA	NA	NA
RIMPA0124	Zea	mays subsp. parviglumis	Ames	28123	699918	Mexico	Mexico	19.0286	-100.296	1075	Tejupilco de Hidalgo. Population: Acatitlan-El Puente.	NA	Wild	USDA	NA	NA	NA
RIMPA0125	Zea	mays subsp. parviglumis	Ames	28124	699919	Mexico	Mexico	19.0389	-100.295	1085	Tejupilco de Hidalgo. Population: K22 Zacazonapan-Luvianos (EL Puente).	NA	Wild	USDA	NA	NA	NA
RIMPA0126	Zea	mays subsp. parviglumis	Ames	28125	699920	Mexico	Mexico	19.0786	-100.266	1468	Zacazonapan. Population: K2 Zacazonapan-Otzoloapan.	NA	Wild	USDA	NA	NA	NA
RIMPA0127	Zea	mays subsp. parviglumis	Ames	28126	699921	Mexico	Mexico	19.1478	-100.355	1178	Otzoloapan. Population: Km 8 Zuluapan-Tingambato.	NA	Wild	USDA	NA	NA	NA
RIMPA0128	Zea	mays subsp. parviglumis	Ames	28127	699922	Mexico	Mexico	19.1464	-100.329	1346	Otzoloapan. Population: Km 4 Zuluapan-Tingambato.	NA	Wild	USDA	NA	NA	NA
RIMPA0129	Zea	mays subsp. parviglumis	Ames	28128	699923	Mexico	Michoacan	19.4636	-100.912	1030	Tzitzio. Population: Km 37 Temascal-Huetamo.	NA	Wild	USDA	NA	NA	NA
RIMPA0130	Zea	mays subsp. parviglumis	Ames	28129	699924	Mexico	Michoacan	19.4831	-100.921	1100	Tzitzio. Population: Km 33.5 Temascal-Huetamo.	NA	Wild	USDA	NA	NA	NA
RIMPA0131	Zea	mays subsp. parviglumis	Ames	28130	699925	Mexico	Michoacan	19.5506	-100.918	1342	Tzitzio. Population: Queretanillo.	NA	Wild	USDA	NA	NA	NA
RIMPA0132	Zea	mays subsp. parviglumis	Ames	28131	699926	Mexico	Jalisco	20.7744	-104.25	1519	San Marcos. Population: Carr. San Marcos-Amatlan de Ca?as.	NA	Wild	USDA	NA	NA	NA
RIMPA0133	Zea	mays subsp. parviglumis	Ames	28132	699927	Mexico	Nayarit	20.7736	-104.383	797	Amatlan de Ca?as. Population: Puerta del Limon (Pie de la Cuesta-Amatlan).	NA	Wild	USDA	NA	NA	NA
RIMPA0134	Zea	mays subsp. parviglumis	Ames	28133	699928	Mexico	Nayarit	20.7872	-104.385	856	Amatlan de Ca?as. Population: 3 km E de Amatlan de Ca?as.	NA	Wild	USDA	NA	NA	NA
RIMPA0135	Zea	mays subsp. parviglumis	Ames	28134	699929	Mexico	Nayarit	20.8194	-104.414	880	Amatlan de Ca?as. Population: Amatlan de Ca?as (Junto al Panteon).	NA	Wild	USDA	NA	NA	NA
RIMPA0136	Zea	mays subsp. parviglumis	Ames	28135	699930	Mexico	Jalisco	20.8364	-104.556	888	Guachinango. Population: El Rodeo (Km 7 Tepuzhuacan-El Tablillo).	NA	Wild	USDA	NA	NA	NA
RIMPA0137	Zea	mays subsp. parviglumis	Ames	28136	699931	Mexico	Jalisco	20.8044	-104.541	1123	Guachinango. Population: El Tablillo.	NA	Wild	USDA	NA	NA	NA
RIMPA0138	Zea	mays subsp. parviglumis	Ames	28137	699932	Mexico	Jalisco	19.7042	-104.819	552	Villa Purificacion. Population: Los Cimientos.	NA	Wild	USDA	NA	NA	NA
RIMPA0139	Zea	mays subsp. parviglumis	Ames	28138	699933	Mexico	Jalisco	19.7586	-104.85	683	Villa Purificacion. Population: El Tepopote (Huista-La Cofradia).	NA	Wild	USDA	NA	NA	NA
RIMPA0140	Zea	mays subsp. parviglumis	Ames	28139	699934	Mexico	Jalisco	19.7717	-104.843	635	Villa Purificacion. Population: La Cofradia (2km al E).	NA	Wild	USDA	NA	NA	NA
RIMPA0141	Zea	mays subsp. parviglumis	Ames	28140	699935	Mexico	Jalisco	19.8961	-104.177	1325	Ejutla. Population: Km 14 El Grullo-Ejutla.	NA	Wild	USDA	NA	NA	NA
RIMPA0142	Zea	mays subsp. parviglumis	Ames	28141	699936	Mexico	Colima	19.4408	-103.984	1103	Minatitlan. Population: El Sauz.	NA	Wild	USDA	NA	NA	NA
RIMPA0143	Zea	mays subsp. parviglumis	Ames	28142	699937	Mexico	Jalisco	19.7153	-104.803	526	Villa Purificacion. Population: 1 Km N Talpitita (Potrero La Higuerita).	NA	Wild	USDA	NA	NA	NA
RIMPA0144	Zea	mays subsp. parviglumis	Ames	28143	699938	Mexico	Jalisco	19.9122	-104.11	1004	Ejutla. Population: Camino El Estanco-Amacuitlanejo.	NA	Wild	USDA	NA	NA	NA
RIMPA0145	Zea	mays subsp. parviglumis	Ames	28144	699939	Mexico	Michoacan	19.3714	-101.931	1256	Taretan. Population: Km 100 Autopista Uruapan-L. Cardenas.	NA	Wild	USDA	NA	NA	NA
RIMPA0146	Zea	mays subsp. parviglumis	Ames	28145	699940	Mexico	Michoacan	19.3442	-101.944	1170	Taretan. Population: Taretan (La Perimera).	NA	Wild	USDA	NA	NA	NA
RIMPA0147	Zea	mays subsp. parviglumis	Ames	28146	699941	Mexico	Jalisco	19.9117	-104.11	1003	Ejutla. Population: Los Naranjos.	NA	Wild	USDA	NA	NA	NA
RIMPA0148	Zea	mays subsp. parviglumis	Ames	28147	699942	Mexico	Jalisco	19.9339	-104.065	945	Ejutla. Population: El Estanco.	NA	Wild	USDA	NA	NA	NA
RIMPA0149	Zea	mays subsp. parviglumis	Ames	28148	699943	Mexico	Jalisco	19.5361	-104.058	1364	Toliman. Population: El Rodeo.	NA	Wild	USDA	NA	NA	NA
RIMPA0150	Zea	mays subsp. parviglumis	Ames	28149	699944	Mexico	Jalisco	19.9675	-104.061	1288	Juchitlan. Population: El Coyotomate.	NA	Wild	USDA	NA	NA	NA
RIMPA0151	Zea	mays subsp. parviglumis	Ames	28150	699945	Mexico	Jalisco	19.8994	-104.172	1311	Ejutla. Population: Crucero Ejutla-Union de Tula-El Grullo.	NA	Wild	USDA	NA	NA	NA
RIMPA0152	Zea	mays subsp. parviglumis	Ames	28151	699946	Mexico	Jalisco	19.5283	-104.059	1450	Toliman. Population: La Lima.	NA	Wild	USDA	NA	NA	NA
RIMPA0153	Zea	mays subsp. parviglumis	Ames	28152	699947	Mexico	Jalisco	19.9433	-103.995	982	Ejutla. Population: San Lorenzo.	NA	Wild	USDA	NA	NA	NA
RIMPA0154	Zea	mays subsp. parviglumis	Ames	28153	699948	Mexico	Jalisco	19.7636	-104.707	426	Villa Purificacion. Population: Jirosto (Las Carboneras).	NA	Wild	USDA	NA	NA	NA
RIMPA0155	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico	Jalisco	19.8959	-104.18	1246	EjutlaA	NA	Wild	Hufford	NA	includes leaf, seed from a single maternal individual, pooled seed from 52 sampling sites	NA
RIMPA0156	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico	Jalisco	19.9118	-104.113	NA	EjutlaB	NA	Wild	Hufford	NA	includes leaf and pooled seed samples from 44 sampling sites	NA
RIMPA0157	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico	Jalisco	19.9577	-104.05	NA	La Mesa	NA	Wild	Hufford	NA	includes leaf and pooled seed samples from 53 sampling sites	NA
RIMPA0158	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico	Jalisco	19.9472	-103.995	NA	San Lorenzo	NA	Wild	Hufford	NA	includes leaf and pooled seed samples from 50 sampling sites	NA
RIMPA0159	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico	Jalisco	19.8679	-104.05	1225	El Grullo	NA	Wild	Hufford	NA	includes leaf and seed samples from a small roadside population, no individual sampling sites within the population	NA
RIMPA0160	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico\ 	NA	NA	NA	NA	Mazatlan	NA	Wild	Iltis	NA	colllected by Beadle in the 1972 Galinat teosinte Hunt; sent by Beadle to Giles Waines at UCR; probably same as Ames 21785 or PI 384061 .	NA
RIMPA0161	Zea	mays subsp. parviglumis	NA	NA	NA	Mexico\ 	NA	NA	NA	NA	El Salado	NA	Wild	Iltis	NA	colllected by Beadle in the 1972 Galinat teosinte Hunt; sent by Beadle to Giles Waines at UCR; likely  likely  PI 384061,  Ames 21785 ,  Ames 21787, or Ames 21788.\ \ Unknown mom(s)\ 	NA
RIMPA0162	Zea	mays subsp. parviglumis	Ames	21785	NA	NA	NA	NA	NA	NA	NA	NA	NA	Flint-Garcia	NA	tissue only, no seed	NA
